Tag, Descricao, Modulo, Fase, Grandeza, IdSensor, Frequencia_Amostragem, Timestamp
M1VBSC, VIBRATION SENSOR C, 1, C, V, None, 33333.0, 1746721763.8443434

tempos, dados
0.029296875, -0.427337
0.059326171875, -0.417571
0.08935546875, -0.396536
0.119140625, -0.441235
0.149169921875, -0.432596
0.17919921875, -0.395033
0.209228515625, -0.409307
0.2392578125, -0.414942
0.269287109375, -0.408932
0.29931640625, -0.427337
0.329345703125, -0.398414
0.359130859375, -0.400668
0.38916015625, -0.425084
0.419189453125, -0.400292
0.44921875, -0.403297
0.479248046875, -0.421327
0.50927734375, -0.399917
0.539306640625, -0.395033
0.5693359375, -0.432596
0.599365234375, -0.402546
0.629150390625, -0.406678
0.6591796875, -0.423957
0.689208984375, -0.397287
0.71923828125, -0.429215
0.749267578125, -0.426962
0.779296875, -0.428464
0.809326171875, -0.432972
0.83935546875, -0.41081
0.869140625, -0.423581
0.899169921875, -0.405927
0.92919921875, -0.399165
0.959228515625, -0.415693
0.9892578125, -0.409307
1.019287109375, -0.414566
1.04931640625, -0.428089
1.079345703125, -0.421703
1.109375, -0.392404
1.13916015625, -0.394658
1.169189453125, -0.423205
1.19921875, -0.398038
1.229248046875, -0.387145
1.25927734375, -0.41682
1.289306640625, -0.419825
1.3193359375, -0.415693
1.349365234375, -0.404424
1.379150390625, -0.39015
1.4091796875, -0.385643
1.439208984375, -0.399165
1.46923828125, -0.410434
1.499267578125, -0.377755
1.529296875, -0.395785
1.559326171875, -0.430342
1.58935546875, -0.397287
1.619140625, -0.394282
1.649169921875, -0.39616
1.67919921875, -0.406302
1.709228515625, -0.407805
1.7392578125, -0.40217
1.769287109375, -0.446494
1.79931640625, -0.425084
1.829345703125, -0.413815
1.859375, -0.429967
1.88916015625, -0.391277
1.919189453125, -0.383765
1.94921875, -0.397663
1.979248046875, -0.401795
2.00927734375, -0.409683
2.039306640625, -0.430342
2.0693359375, -0.416069
2.099365234375, -0.393907
2.129150390625, -0.419825
2.1591796875, -0.401419
2.189208984375, -0.39879
2.21923828125, -0.414566
2.249267578125, -0.408556
2.279296875, -0.436728
2.309326171875, -0.416444
2.33935546875, -0.42884
2.369384765625, -0.441611
2.399169921875, -0.402922
2.42919921875, -0.399917
2.459228515625, -0.397663
2.4892578125, -0.408932
2.519287109375, -0.411561
2.54931640625, -0.417571
2.579345703125, -0.39879
2.609375, -0.393155
2.63916015625, -0.407805
2.669189453125, -0.406302
2.69921875, -0.407054
2.729248046875, -0.394658
2.75927734375, -0.425835
2.789306640625, -0.4202
2.8193359375, -0.440484
2.849365234375, -0.447621
2.87939453125, -0.40217
2.9091796875, -0.437855
2.939208984375, -0.39278
2.96923828125, -0.387897
2.999267578125, -0.448748
3.029296875, -0.412312
3.059326171875, -0.4202
3.08935546875, -0.443114
3.119384765625, -0.443865
3.149169921875, -0.447621
3.17919921875, -0.447246
3.209228515625, -0.443865
3.2392578125, -0.42283
3.269287109375, -0.432596
3.29931640625, -0.438606
3.329345703125, -0.420952
3.359375, -0.435601
3.38916015625, -0.444241
3.419189453125, -0.428089
3.44921875, -0.419074
3.479248046875, -0.422454
3.50927734375, -0.43485
3.539306640625, -0.41419
3.5693359375, -0.425835
3.599365234375, -0.449499
3.62939453125, -0.424332
3.6591796875, -0.457387
3.689208984375, -0.473539
3.71923828125, -0.437479
3.749267578125, -0.450251
3.779296875, -0.459266
3.809326171875, -0.467905
3.83935546875, -0.485559
3.869384765625, -0.458514
3.899169921875, -0.452129
3.92919921875, -0.472412
3.959228515625, -0.468656
3.9892578125, -0.446119
4.019287109375, -0.466402
4.04931640625, -0.484433
4.079345703125, -0.466778
4.109375, -0.48293
4.139404296875, -0.450251
4.169189453125, -0.433723
4.19921875, -0.429591
4.229248046875, -0.379633
4.25927734375, -0.391653
4.289306640625, -0.422454
4.3193359375, -0.427713
4.349365234375, -0.425459
4.37939453125, -0.422454
4.4091796875, -0.426962
4.439208984375, -0.413439
4.46923828125, -0.381511
4.499267578125, -0.399165
4.529296875, -0.404049
4.559326171875, -0.397287
4.58935546875, -0.413064
4.619384765625, -0.406678
4.649169921875, -0.41419
4.67919921875, -0.420952
4.709228515625, -0.435225
4.7392578125, -0.404424
4.769287109375, -0.377379
4.79931640625, -0.363481
4.829345703125, -0.36273
4.859375, -0.404424
4.889404296875, -0.38677
4.919189453125, -0.417195
4.94921875, -0.435225
4.979248046875, -0.418698
5.00927734375, -0.429967
5.039306640625, -0.4048
5.0693359375, -0.413064
5.099365234375, -0.435977
5.12939453125, -0.43823
5.1591796875, -0.413815
5.189208984375, -0.421327
5.21923828125, -0.429215
5.249267578125, -0.399917
5.279296875, -0.428089
5.309326171875, -0.431469
5.33935546875, -0.407429
5.369384765625, -0.413064
5.3994140625, -0.405927
5.42919921875, -0.417571
5.459228515625, -0.426962
5.4892578125, -0.421327
5.519287109375, -0.426586
5.54931640625, -0.428089
5.579345703125, -0.436352
5.609375, -0.425835
5.639404296875, -0.41081
5.669189453125, -0.419449
5.69921875, -0.423581
5.729248046875, -0.407805
5.75927734375, -0.392404
5.789306640625, -0.414942
5.8193359375, -0.42884
5.849365234375, -0.4202
5.87939453125, -0.411561
5.909423828125, -0.421703
5.939208984375, -0.447621
