Tag, Descricao, Modulo, Fase, Grandeza, IdSensor, Frequencia_Amostragem, Timestamp
M1VBSC, VIBRATION SENSOR C, 1, C, V, None, 33333.0, 1737571436.3515716

tempos, dados
0.029541015625, -0.232862
0.0595703125, -0.272667
0.089599609375, -0.244879
0.11962890625, -0.21709
0.149658203125, -0.261777
0.179443359375, -0.2599
0.20947265625, -0.233238
0.239501953125, -0.226478
0.26953125, -0.249385
0.299560546875, -0.28168
0.32958984375, -0.237368
0.359619140625, -0.258773
0.3896484375, -0.262904
0.419677734375, -0.206951
0.449462890625, -0.233238
0.4794921875, -0.244503
0.509521484375, -0.260275
0.53955078125, -0.24225
0.569580078125, -0.229107
0.599609375, -0.262904
0.629638671875, -0.240373
0.65966796875, -0.244503
0.689453125, -0.265908
0.719482421875, -0.262904
0.74951171875, -0.231736
0.779541015625, -0.219343
0.8095703125, -0.265157
0.839599609375, -0.241124
0.86962890625, -0.237368
0.899658203125, -0.262904
0.929443359375, -0.234364
0.95947265625, -0.259149
0.989501953125, -0.265157
1.01953125, -0.229482
1.049560546875, -0.245254
1.07958984375, -0.243377
1.109619140625, -0.228356
1.1396484375, -0.241499
1.169677734375, -0.244503
1.199462890625, -0.257271
1.2294921875, -0.229482
1.259521484375, -0.238119
1.28955078125, -0.284684
1.319580078125, -0.257647
1.349609375, -0.263279
1.379638671875, -0.261026
1.40966796875, -0.244879
1.439453125, -0.253516
1.469482421875, -0.235866
1.49951171875, -0.249761
1.529541015625, -0.265157
1.5595703125, -0.239622
1.589599609375, -0.243001
1.61962890625, -0.270414
1.649658203125, -0.282807
1.6796875, -0.281304
1.70947265625, -0.27417
1.739501953125, -0.271541
1.76953125, -0.234364
1.799560546875, -0.233613
1.82958984375, -0.271916
1.859619140625, -0.272667
1.8896484375, -0.242626
1.919677734375, -0.197563
1.949462890625, -0.260275
1.9794921875, -0.271916
2.009521484375, -0.235491
2.03955078125, -0.267035
2.069580078125, -0.232862
2.099609375, -0.238495
2.129638671875, -0.231736
2.15966796875, -0.233238
2.189697265625, -0.250512
2.219482421875, -0.232862
2.24951171875, -0.249761
2.279541015625, -0.228356
2.3095703125, -0.241124
2.339599609375, -0.254267
2.36962890625, -0.254642
2.399658203125, -0.250887
2.4296875, -0.235491
2.45947265625, -0.261777
2.489501953125, -0.261777
2.51953125, -0.252014
2.549560546875, -0.237744
2.57958984375, -0.218217
2.609619140625, -0.232487
2.6396484375, -0.271165
2.669677734375, -0.244128
2.699462890625, -0.241499
2.7294921875, -0.276798
2.759521484375, -0.237744
2.78955078125, -0.250512
2.819580078125, -0.254642
2.849609375, -0.239246
2.879638671875, -0.262904
2.90966796875, -0.233989
2.939697265625, -0.229107
2.969482421875, -0.247132
2.99951171875, -0.246756
3.029541015625, -0.251263
3.0595703125, -0.243001
3.089599609375, -0.254267
3.11962890625, -0.241875
3.149658203125, -0.235491
3.1796875, -0.262528
3.20947265625, -0.250512
3.239501953125, -0.252014
3.26953125, -0.241124
3.299560546875, -0.249385
3.32958984375, -0.250512
3.359619140625, -0.222723
3.3896484375, -0.282056
3.419677734375, -0.246756
3.44970703125, -0.2062
3.4794921875, -0.248634
3.509521484375, -0.238119
3.53955078125, -0.251263
3.569580078125, -0.243377
3.599609375, -0.251638
3.629638671875, -0.257647
3.65966796875, -0.23136
3.689697265625, -0.248259
3.719482421875, -0.241875
3.74951171875, -0.22798
3.779541015625, -0.244503
3.8095703125, -0.248259
3.839599609375, -0.237744
3.86962890625, -0.240373
3.899658203125, -0.250512
3.9296875, -0.256896
3.95947265625, -0.243377
3.989501953125, -0.236993
4.01953125, -0.230609
4.049560546875, -0.241124
4.07958984375, -0.273043
4.109619140625, -0.252014
4.1396484375, -0.241875
4.169677734375, -0.241499
4.19970703125, -0.244503
4.2294921875, -0.253891
4.259521484375, -0.236993
4.28955078125, -0.262528
4.319580078125, -0.252389
4.349609375, -0.22798
4.379638671875, -0.253516
4.40966796875, -0.235491
4.439697265625, -0.221221
4.469482421875, -0.240373
4.49951171875, -0.259149
4.529541015625, -0.235866
4.5595703125, -0.222347
4.589599609375, -0.251638
4.61962890625, -0.241499
4.649658203125, -0.243001
4.6796875, -0.220845
4.709716796875, -0.224225
4.739501953125, -0.248259
4.76953125, -0.217841
4.799560546875, -0.244879
4.82958984375, -0.256144
4.859619140625, -0.246005
4.8896484375, -0.229482
4.919677734375, -0.224976
4.94970703125, -0.258022
4.9794921875, -0.249761
5.009521484375, -0.227605
5.03955078125, -0.253516
5.069580078125, -0.274545
5.099609375, -0.219719
5.129638671875, -0.227605
5.15966796875, -0.247507
5.189697265625, -0.216339
5.2197265625, -0.224601
5.24951171875, -0.247507
5.279541015625, -0.251263
5.3095703125, -0.247507
5.339599609375, -0.250136
5.36962890625, -0.233989
5.399658203125, -0.243001
5.4296875, -0.232487
5.459716796875, -0.230984
5.489501953125, -0.235866
5.51953125, -0.203947
5.549560546875, -0.226854
5.57958984375, -0.244879
5.609619140625, -0.259149
5.6396484375, -0.261777
5.669677734375, -0.237744
5.69970703125, -0.256896
5.7294921875, -0.268537
5.759521484375, -0.239997
5.78955078125, -0.23474
5.819580078125, -0.252389
5.849609375, -0.243377
5.879638671875, -0.228731
5.90966796875, -0.224601
5.939697265625, -0.221221
5.9697265625, -0.218217
5.99951171875, -0.226103
6.029541015625, -0.227605
6.0595703125, -0.234364
6.089599609375, -0.24563
6.11962890625, -0.214837
6.149658203125, -0.200943
6.1796875, -0.226103
6.209716796875, -0.250512
6.239501953125, -0.232487
6.26953125, -0.230609
6.299560546875, -0.247507
6.32958984375, -0.196436
6.359619140625, -0.203196
6.3896484375, -0.230984
6.419677734375, -0.229482
6.44970703125, -0.243752
6.479736328125, -0.217841
6.509521484375, -0.241124
6.53955078125, -0.256896
6.569580078125, -0.218968
6.599609375, -0.241499
6.629638671875, -0.22385
6.65966796875, -0.209955
6.689697265625, -0.233613
6.7197265625, -0.223099
6.74951171875, -0.23474
6.779541015625, -0.211833
6.8095703125, -0.229482
6.839599609375, -0.257271
6.86962890625, -0.23887
6.899658203125, -0.243377
6.9296875, -0.223099
6.959716796875, -0.243001
6.989501953125, -0.228356
7.01953125, -0.191555
7.049560546875, -0.241875
7.07958984375, -0.223099
7.109619140625, -0.180664
7.1396484375, -0.228731
7.169677734375, -0.258398
7.19970703125, -0.257271
7.229736328125, -0.254267
7.259521484375, -0.214837
7.28955078125, -0.206951
7.319580078125, -0.196436
7.349609375, -0.215213
7.379638671875, -0.259149
7.40966796875, -0.205824
7.439697265625, -0.22385
7.4697265625, -0.242626
7.49951171875, -0.20958
7.529541015625, -0.246756
7.5595703125, -0.248634
7.589599609375, -0.235115
7.61962890625, -0.229107
7.649658203125, -0.207327
7.6796875, -0.203196
7.709716796875, -0.219719
7.73974609375, -0.222347
7.76953125, -0.221972
7.799560546875, -0.219719
7.82958984375, -0.197563
7.859619140625, -0.192681
7.8896484375, -0.199441
7.919677734375, -0.222723
7.94970703125, -0.256144
7.979736328125, -0.255018
8.009521484375, -0.21709
8.03955078125, -0.192306
8.069580078125, -0.205073
8.099609375, -0.206576
8.129638671875, -0.205824
8.15966796875, -0.224976
8.189697265625, -0.219343
8.2197265625, -0.21371
8.249755859375, -0.220845
8.279541015625, -0.208829
8.3095703125, -0.207702
8.339599609375, -0.225727
8.36962890625, -0.241875
8.399658203125, -0.221221
8.4296875, -0.208829
8.459716796875, -0.243377
8.48974609375, -0.245254
8.51953125, -0.210706
8.549560546875, -0.206576
8.57958984375, -0.230233
8.609619140625, -0.225352
8.6396484375, -0.193057
8.669677734375, -0.185922
8.69970703125, -0.219343
8.729736328125, -0.214462
8.759521484375, -0.19193
8.78955078125, -0.222347
8.819580078125, -0.224976
8.849609375, -0.189677
8.879638671875, -0.184795
8.90966796875, -0.2062
8.939697265625, -0.203196
8.9697265625, -0.189677
8.999755859375, -0.196812
9.029541015625, -0.211457
9.0595703125, -0.229482
9.089599609375, -0.214837
9.11962890625, -0.19531
9.149658203125, -0.19531
9.1796875, -0.20958
9.209716796875, -0.229107
9.23974609375, -0.216715
9.26953125, -0.224225
9.299560546875, -0.218592
9.32958984375, -0.220094
9.359619140625, -0.227605
9.3896484375, -0.193057
9.419677734375, -0.209204
9.44970703125, -0.219719
9.479736328125, -0.18855
9.509765625, -0.193057
9.53955078125, -0.22385
9.569580078125, -0.216339
9.599609375, -0.194183
9.629638671875, -0.194934
9.65966796875, -0.185171
9.689697265625, -0.212208
9.7197265625, -0.2062
9.749755859375, -0.179162
9.779541015625, -0.223099
9.8095703125, -0.201318
9.839599609375, -0.197563
9.86962890625, -0.221972
9.899658203125, -0.187424
9.9296875, -0.182918
9.959716796875, -0.196812
9.98974609375, -0.205824
10.019775390625, -0.184795
10.049560546875, -0.203947
10.07958984375, -0.224225
10.109619140625, -0.194934
10.1396484375, -0.214837
10.169677734375, -0.222723
10.19970703125, -0.176158
10.229736328125, -0.184044
10.259765625, -0.221596
10.28955078125, -0.198314
10.319580078125, -0.216715
10.349609375, -0.22047
10.379638671875, -0.185546
10.40966796875, -0.208829
10.439697265625, -0.211082
10.4697265625, -0.177285
10.499755859375, -0.173905
10.529541015625, -0.195685
10.5595703125, -0.205449
10.589599609375, -0.221221
10.61962890625, -0.205449
10.649658203125, -0.182918
10.6796875, -0.203947
10.709716796875, -0.200943
10.73974609375, -0.187424
10.769775390625, -0.181416
10.799560546875, -0.2062
10.82958984375, -0.218592
10.859619140625, -0.188175
10.8896484375, -0.196436
